id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
130549,Male,25,1,30.0,0,< 1 Year,No,40305.0,152.0,193,0
130321,Male,44,1,28.0,0,1-2 Year,No,25854.0,13.0,196,0
8178,Female,26,1,8.0,1,< 1 Year,No,25160.0,152.0,243,0
250109,Female,24,1,9.0,0,< 1 Year,No,23974.0,152.0,12,0
82712,Female,31,1,48.0,1,< 1 Year,No,2630.0,152.0,92,0
101174,Female,49,1,28.0,1,1-2 Year,No,2630.0,124.0,123,0
98305,Male,30,1,13.0,0,< 1 Year,No,24879.0,152.0,86,0
180603,Male,53,1,0.0,0,1-2 Year,Yes,2630.0,21.0,134,0
172832,Male,26,1,35.0,1,< 1 Year,No,31078.0,152.0,185,0
133643,Male,23,1,13.0,0,< 1 Year,Yes,23893.0,152.0,267,0
203778,Male,67,1,28.0,0,1-2 Year,Yes,60759.0,26.0,167,0
376903,Male,22,1,15.0,1,< 1 Year,No,34912.0,152.0,142,0
32046,Male,49,1,8.0,0,1-2 Year,No,35708.0,7.0,292,0
20002,Female,28,1,11.0,1,< 1 Year,No,29080.0,152.0,253,0
145818,Male,25,1,5.0,1,< 1 Year,No,29465.0,152.0,216,0
147487,Male,25,1,8.0,0,< 1 Year,Yes,2630.0,152.0,113,0
300216,Female,64,1,8.0,0,1-2 Year,Yes,2630.0,3.0,180,0
72000,Female,41,1,8.0,0,1-2 Year,Yes,2630.0,7.0,241,0
303039,Female,25,1,8.0,1,< 1 Year,No,41655.0,151.0,153,0
65727,Female,73,1,50.0,0,1-2 Year,No,42133.0,124.0,203,0
26912,Female,71,1,28.0,0,> 2 Years,Yes,34735.0,26.0,151,0
213986,Male,28,1,28.0,0,< 1 Year,Yes,34503.0,152.0,169,0
290204,Female,27,1,8.0,1,< 1 Year,No,25137.0,152.0,173,0
67148,Female,24,1,18.0,1,< 1 Year,No,26943.0,152.0,69,0
121166,Male,28,1,33.0,1,< 1 Year,No,2630.0,160.0,62,0
67092,Male,58,1,28.0,0,1-2 Year,Yes,38821.0,26.0,213,0
317452,Male,62,1,35.0,0,> 2 Years,Yes,44224.0,26.0,135,0
369287,Male,37,1,36.0,0,> 2 Years,Yes,25905.0,124.0,70,0
26260,Female,66,1,46.0,0,1-2 Year,Yes,2630.0,156.0,142,0
4277,Female,47,1,28.0,0,1-2 Year,No,45359.0,26.0,285,0
136105,Male,23,1,2.0,0,1-2 Year,Yes,35459.0,26.0,86,0
258490,Female,24,1,8.0,0,< 1 Year,No,57147.0,152.0,117,0
268220,Female,41,1,39.0,0,1-2 Year,Yes,48964.0,26.0,206,0
134928,Female,21,1,46.0,1,< 1 Year,No,29350.0,152.0,235,0
158806,Male,49,1,46.0,0,1-2 Year,Yes,16400.0,26.0,132,0
132492,Male,55,1,28.0,0,1-2 Year,Yes,57744.0,16.0,98,0
1290,Male,31,1,28.0,0,< 1 Year,Yes,37288.0,124.0,224,0
309853,Male,71,1,25.0,0,1-2 Year,Yes,28312.0,30.0,59,0
279115,Male,61,1,38.0,1,1-2 Year,No,2630.0,26.0,194,0
220232,Male,42,1,12.0,1,1-2 Year,Yes,2630.0,124.0,127,0
230883,Male,34,1,28.0,0,1-2 Year,No,25829.0,154.0,154,0
306383,Female,22,1,45.0,0,< 1 Year,Yes,33311.0,152.0,154,0
138055,Female,20,1,46.0,1,< 1 Year,No,32216.0,160.0,38,0
226822,Male,49,1,46.0,0,> 2 Years,Yes,30029.0,124.0,280,0
249820,Female,74,1,35.0,1,1-2 Year,No,32041.0,26.0,149,0
73809,Male,23,1,41.0,1,< 1 Year,No,30297.0,152.0,18,0
61399,Female,30,1,8.0,0,1-2 Year,No,2630.0,124.0,236,0
284475,Male,58,1,46.0,1,1-2 Year,No,24566.0,26.0,11,0
232369,Male,26,1,36.0,1,< 1 Year,No,31641.0,152.0,28,0
364011,Male,49,1,28.0,1,1-2 Year,Yes,2630.0,158.0,92,0
114478,Male,23,1,50.0,1,< 1 Year,No,47493.0,152.0,78,0
141537,Male,54,1,28.0,0,1-2 Year,Yes,33978.0,122.0,220,0
223086,Female,22,1,3.0,1,< 1 Year,No,23898.0,152.0,280,0
284881,Male,22,1,29.0,1,< 1 Year,No,29334.0,152.0,235,0
6119,Female,23,1,18.0,0,< 1 Year,Yes,39938.0,154.0,79,0
367422,Male,34,1,10.0,1,1-2 Year,Yes,2630.0,26.0,46,0
34954,Female,31,1,41.0,1,1-2 Year,No,38172.0,124.0,258,0
284592,Male,21,1,28.0,1,< 1 Year,No,40421.0,152.0,132,0
162066,Female,21,1,46.0,1,< 1 Year,No,34827.0,160.0,163,0
290527,Female,29,1,41.0,0,1-2 Year,Yes,2630.0,157.0,161,0
348381,Male,52,1,47.0,0,> 2 Years,Yes,32195.0,124.0,121,0
268155,Male,80,1,28.0,0,1-2 Year,Yes,28568.0,26.0,199,0
183189,Female,25,1,28.0,1,< 1 Year,No,40971.0,152.0,142,0
158319,Male,21,1,9.0,1,< 1 Year,No,2630.0,152.0,267,0
357111,Female,45,1,33.0,0,1-2 Year,No,37710.0,124.0,94,0
128871,Male,23,1,30.0,1,< 1 Year,No,28901.0,152.0,157,0
364791,Male,60,1,50.0,1,1-2 Year,No,54555.0,8.0,68,0
373284,Female,47,1,28.0,1,1-2 Year,No,52521.0,26.0,21,0
29373,Male,58,1,41.0,0,1-2 Year,Yes,38589.0,136.0,97,0
98946,Male,44,1,28.0,1,1-2 Year,No,44224.0,92.0,237,0
346236,Female,34,1,18.0,1,1-2 Year,No,2630.0,124.0,85,0
294299,Female,41,1,41.0,0,1-2 Year,No,2630.0,124.0,184,0
147780,Male,42,1,38.0,0,1-2 Year,Yes,34089.0,124.0,208,0
311789,Male,28,1,47.0,1,< 1 Year,No,2630.0,152.0,121,0
120194,Female,31,1,48.0,1,1-2 Year,No,2630.0,15.0,231,0
219832,Female,23,1,8.0,0,< 1 Year,Yes,35914.0,152.0,239,0
279472,Male,27,1,2.0,0,< 1 Year,Yes,21706.0,152.0,191,0
138013,Male,51,1,47.0,1,1-2 Year,No,32630.0,124.0,251,0
320564,Female,21,1,2.0,0,< 1 Year,Yes,22092.0,160.0,81,0
121431,Female,22,1,33.0,1,< 1 Year,No,33164.0,152.0,199,0
338192,Female,33,1,14.0,0,1-2 Year,Yes,2630.0,156.0,81,0
71586,Female,21,1,8.0,1,< 1 Year,No,43555.0,160.0,21,0
139611,Female,23,1,36.0,1,< 1 Year,No,26417.0,151.0,262,0
111060,Male,21,1,41.0,0,< 1 Year,Yes,36704.0,152.0,191,0
303868,Male,55,1,9.0,0,1-2 Year,No,26475.0,124.0,175,0
98032,Male,23,1,41.0,1,< 1 Year,No,30938.0,152.0,112,0
334853,Male,25,1,13.0,1,1-2 Year,Yes,37680.0,26.0,40,0
318253,Male,43,1,28.0,1,1-2 Year,No,27574.0,26.0,94,0
282032,Female,26,1,28.0,1,1-2 Year,No,34448.0,124.0,287,0
30498,Male,23,1,46.0,1,< 1 Year,No,22564.0,152.0,54,0
16241,Male,20,1,14.0,1,< 1 Year,No,2630.0,160.0,14,0
55535,Female,35,1,28.0,1,1-2 Year,No,29279.0,152.0,141,0
324416,Female,23,1,15.0,1,< 1 Year,No,40161.0,151.0,157,0
82326,Female,22,1,46.0,1,< 1 Year,No,43579.0,152.0,219,0
105179,Male,23,1,39.0,0,< 1 Year,Yes,2630.0,156.0,196,0
341105,Male,43,1,41.0,0,1-2 Year,Yes,21058.0,26.0,221,0
211389,Male,25,1,3.0,0,< 1 Year,No,36182.0,152.0,64,0
217028,Female,46,1,33.0,1,1-2 Year,No,30824.0,26.0,95,0
363689,Male,27,1,28.0,0,1-2 Year,Yes,52879.0,24.0,294,0
110809,Male,33,1,28.0,0,< 1 Year,Yes,47720.0,124.0,67,0
314020,Female,23,1,8.0,1,< 1 Year,No,34787.0,152.0,173,0
159937,Female,72,0,28.0,1,1-2 Year,No,37803.0,26.0,176,0
252254,Male,39,1,41.0,1,1-2 Year,No,32222.0,26.0,138,0
292285,Male,63,1,15.0,0,1-2 Year,No,37539.0,124.0,247,0
58534,Male,68,1,28.0,1,1-2 Year,No,25376.0,52.0,214,0
77525,Male,41,1,8.0,0,1-2 Year,Yes,48604.0,124.0,200,0
224448,Male,23,1,15.0,0,< 1 Year,No,2630.0,160.0,242,0
315308,Female,23,1,12.0,1,< 1 Year,No,31322.0,152.0,46,0
261583,Female,42,1,28.0,1,1-2 Year,No,42672.0,125.0,83,0
152468,Male,40,1,28.0,0,1-2 Year,Yes,40328.0,124.0,246,0
323790,Female,54,1,41.0,1,1-2 Year,No,89652.0,37.0,109,0
4128,Male,37,1,28.0,0,1-2 Year,Yes,31501.0,124.0,106,0
235189,Male,37,1,28.0,0,1-2 Year,Yes,41499.0,26.0,201,0
340311,Female,26,1,11.0,0,< 1 Year,Yes,31690.0,152.0,27,0
119597,Male,44,1,28.0,1,1-2 Year,No,38071.0,124.0,209,0
143384,Female,55,1,28.0,0,1-2 Year,Yes,56261.0,26.0,77,0
15758,Male,24,1,11.0,1,< 1 Year,No,26421.0,152.0,294,0
148344,Male,23,1,2.0,1,< 1 Year,No,30293.0,26.0,240,0
171003,Male,49,1,28.0,1,1-2 Year,No,54070.0,26.0,188,0
162299,Female,52,1,28.0,0,> 2 Years,Yes,64843.0,24.0,125,0
366089,Male,25,1,30.0,0,< 1 Year,Yes,2630.0,152.0,231,0
223841,Male,29,1,47.0,0,< 1 Year,Yes,25198.0,26.0,131,0
237289,Male,49,1,46.0,0,< 1 Year,Yes,37986.0,26.0,26,0
321447,Female,22,1,8.0,0,< 1 Year,Yes,32735.0,152.0,133,0
246201,Male,73,1,28.0,1,1-2 Year,No,42938.0,124.0,194,0
91663,Female,25,1,21.0,1,< 1 Year,No,27519.0,152.0,43,0
138676,Female,24,1,13.0,1,< 1 Year,No,23019.0,152.0,97,0
191387,Male,67,1,31.0,1,1-2 Year,No,2630.0,26.0,279,0
124346,Female,25,1,36.0,1,< 1 Year,No,34874.0,152.0,93,0
204541,Female,23,1,23.0,1,< 1 Year,No,24775.0,152.0,157,0
182390,Male,37,1,5.0,0,1-2 Year,Yes,37845.0,152.0,153,0
177166,Male,42,1,24.0,0,1-2 Year,Yes,43368.0,125.0,182,0
11658,Female,20,1,13.0,1,< 1 Year,No,21597.0,160.0,121,0
58946,Female,28,1,28.0,1,< 1 Year,No,31147.0,152.0,172,0
223070,Male,27,1,18.0,0,1-2 Year,Yes,36964.0,125.0,250,0
257711,Female,33,1,28.0,1,1-2 Year,No,40816.0,55.0,62,0
371513,Female,23,1,27.0,1,< 1 Year,No,53701.0,152.0,62,0
346516,Male,50,1,46.0,0,1-2 Year,No,31219.0,124.0,118,0
298751,Female,22,1,21.0,1,< 1 Year,No,44554.0,152.0,224,0
31120,Female,38,1,50.0,1,1-2 Year,No,34937.0,124.0,26,0
82617,Male,24,1,28.0,1,< 1 Year,No,31279.0,152.0,43,0
177094,Male,21,1,46.0,1,< 1 Year,No,49499.0,152.0,263,0
190587,Female,66,1,28.0,0,1-2 Year,Yes,30270.0,26.0,193,0
290483,Female,35,1,28.0,1,1-2 Year,No,2630.0,124.0,51,0
193656,Female,28,1,11.0,1,< 1 Year,No,26121.0,152.0,95,0
192731,Female,22,1,26.0,0,< 1 Year,No,44372.0,152.0,132,0
91537,Female,23,1,32.0,0,< 1 Year,No,24711.0,152.0,299,0
310389,Female,21,1,46.0,1,< 1 Year,No,35303.0,160.0,254,0
380234,Male,22,1,47.0,1,< 1 Year,Yes,37969.0,152.0,107,0
135104,Female,42,1,28.0,0,1-2 Year,Yes,28768.0,24.0,207,0
239621,Female,28,1,26.0,1,< 1 Year,No,64287.0,152.0,107,0
261061,Female,24,1,3.0,0,< 1 Year,Yes,26195.0,151.0,193,0
145748,Female,32,1,33.0,0,< 1 Year,Yes,2630.0,124.0,140,0
4632,Male,53,1,28.0,0,1-2 Year,Yes,37444.0,26.0,195,0
217027,Female,22,1,6.0,0,< 1 Year,Yes,26135.0,152.0,103,0
331452,Female,38,1,28.0,0,1-2 Year,Yes,36475.0,13.0,104,0
179871,Male,24,1,30.0,0,< 1 Year,Yes,32002.0,152.0,32,0
301212,Male,46,1,29.0,0,1-2 Year,No,18861.0,124.0,32,0
143676,Male,57,1,29.0,1,1-2 Year,No,38643.0,26.0,67,0
303794,Male,60,1,6.0,0,1-2 Year,No,2630.0,156.0,123,0
248735,Female,47,1,28.0,0,1-2 Year,Yes,51990.0,124.0,186,0
174438,Female,25,1,35.0,1,< 1 Year,No,17081.0,152.0,113,0
259523,Female,25,1,6.0,1,< 1 Year,No,27941.0,152.0,136,0
147,Female,27,1,30.0,1,< 1 Year,No,33780.0,152.0,246,0
63349,Male,54,1,15.0,0,1-2 Year,Yes,27350.0,124.0,54,0
83238,Female,54,1,8.0,1,1-2 Year,No,48679.0,124.0,19,0
208564,Male,80,1,46.0,0,1-2 Year,No,28516.0,26.0,249,0
254375,Male,66,1,28.0,1,1-2 Year,No,2630.0,26.0,155,0
260009,Female,21,1,46.0,1,< 1 Year,No,2630.0,152.0,275,0
115757,Male,47,1,8.0,1,1-2 Year,No,2630.0,124.0,37,0
273651,Female,23,1,25.0,1,< 1 Year,No,27352.0,152.0,188,0
353379,Female,23,1,4.0,1,< 1 Year,No,24374.0,152.0,111,0
122903,Male,23,1,6.0,1,< 1 Year,No,24608.0,152.0,190,0
170790,Female,27,1,8.0,1,< 1 Year,No,28060.0,152.0,105,0
292636,Female,51,1,28.0,0,1-2 Year,Yes,60496.0,122.0,288,0
236528,Male,23,1,30.0,0,< 1 Year,Yes,32615.0,152.0,69,0
316182,Female,35,1,28.0,0,1-2 Year,Yes,52605.0,124.0,252,0
366388,Female,60,1,28.0,0,1-2 Year,Yes,39176.0,124.0,101,0
146979,Male,26,1,11.0,1,< 1 Year,No,29628.0,152.0,246,0
179227,Male,46,1,28.0,0,1-2 Year,Yes,55699.0,124.0,209,0
263177,Male,32,1,41.0,1,< 1 Year,No,35553.0,152.0,43,0
34134,Male,20,1,9.0,1,< 1 Year,Yes,2630.0,160.0,110,0
181973,Female,50,1,28.0,1,1-2 Year,No,40021.0,124.0,220,0
25678,Male,22,1,46.0,0,< 1 Year,Yes,28040.0,152.0,85,0
158073,Male,78,1,4.0,1,1-2 Year,No,31643.0,26.0,283,0
346861,Female,22,1,47.0,1,< 1 Year,No,35925.0,152.0,293,0
17574,Male,54,1,28.0,0,1-2 Year,Yes,49998.0,26.0,213,0
226258,Female,33,1,10.0,1,< 1 Year,No,30555.0,152.0,230,0
232502,Male,39,1,39.0,0,1-2 Year,Yes,2630.0,157.0,70,0
205256,Male,37,1,46.0,0,1-2 Year,Yes,2630.0,160.0,33,0
361545,Female,22,1,8.0,0,< 1 Year,Yes,42742.0,152.0,19,0
81415,Female,26,1,29.0,1,< 1 Year,No,2630.0,152.0,259,0
360435,Male,45,1,29.0,0,1-2 Year,Yes,37389.0,26.0,73,0
145311,Male,66,1,8.0,0,1-2 Year,Yes,33504.0,155.0,193,0
270470,Male,31,1,50.0,1,< 1 Year,No,39520.0,152.0,291,0
266162,Female,29,1,10.0,1,< 1 Year,No,26700.0,152.0,14,0
188393,Female,40,1,9.0,0,1-2 Year,Yes,36075.0,152.0,100,0
277615,Female,55,1,28.0,1,1-2 Year,No,16269.0,152.0,40,0
63984,Male,73,0,37.0,0,1-2 Year,Yes,15018.0,26.0,103,0
83898,Female,27,1,28.0,1,< 1 Year,No,50884.0,152.0,44,0
39091,Male,48,1,28.0,1,1-2 Year,No,48247.0,124.0,117,0
46586,Female,24,1,6.0,0,< 1 Year,No,26576.0,152.0,127,0
161548,Female,41,1,14.0,0,1-2 Year,Yes,24629.0,152.0,183,0
116779,Male,21,1,8.0,0,< 1 Year,Yes,40472.0,160.0,102,0
42901,Female,26,1,18.0,1,< 1 Year,No,26457.0,152.0,142,0
360458,Female,20,1,50.0,0,< 1 Year,Yes,44749.0,160.0,203,0
265860,Female,23,1,47.0,1,< 1 Year,No,34564.0,152.0,146,0
79494,Male,51,1,39.0,1,1-2 Year,Yes,54943.0,124.0,238,0
198730,Female,42,1,46.0,0,1-2 Year,Yes,25915.0,160.0,227,0
230257,Male,43,1,28.0,0,1-2 Year,Yes,49324.0,26.0,112,0
151670,Female,42,1,28.0,0,1-2 Year,Yes,35686.0,13.0,79,0
372132,Male,24,1,10.0,1,< 1 Year,No,29507.0,152.0,294,0
54494,Female,25,1,7.0,1,< 1 Year,No,2630.0,160.0,294,0
298277,Male,28,1,3.0,1,< 1 Year,No,24405.0,152.0,71,0
85966,Female,32,1,33.0,1,< 1 Year,No,41113.0,152.0,191,0
170355,Male,42,1,33.0,0,1-2 Year,No,34790.0,124.0,103,0
60653,Female,25,1,36.0,0,< 1 Year,Yes,39079.0,152.0,50,0
70543,Female,33,1,8.0,0,1-2 Year,Yes,31244.0,155.0,118,0
212481,Female,26,1,28.0,0,< 1 Year,Yes,41069.0,152.0,216,0
327664,Female,23,1,41.0,1,< 1 Year,No,23916.0,152.0,250,0
160488,Female,25,1,11.0,0,< 1 Year,Yes,47313.0,152.0,285,0
173846,Male,46,1,28.0,0,1-2 Year,Yes,39077.0,13.0,267,0
251319,Female,22,1,30.0,1,< 1 Year,No,24512.0,152.0,24,0
35040,Male,24,1,22.0,1,< 1 Year,No,22637.0,152.0,124,0
170289,Male,44,1,28.0,0,1-2 Year,Yes,24598.0,124.0,214,0
282267,Male,26,1,10.0,1,< 1 Year,No,22666.0,152.0,293,0
170078,Female,24,1,47.0,0,< 1 Year,Yes,22222.0,151.0,21,0
97645,Male,64,1,28.0,0,1-2 Year,Yes,2630.0,156.0,64,0
45814,Male,25,1,21.0,1,< 1 Year,No,29502.0,152.0,279,0
41996,Male,34,1,15.0,0,1-2 Year,Yes,32261.0,124.0,295,0
276459,Female,52,1,31.0,0,1-2 Year,Yes,2630.0,154.0,138,0
327957,Female,27,1,2.0,1,< 1 Year,No,2630.0,152.0,76,0
307055,Male,57,1,28.0,0,1-2 Year,Yes,43411.0,13.0,106,0
360614,Male,56,1,13.0,0,1-2 Year,Yes,32482.0,124.0,258,0
178094,Male,43,1,28.0,1,1-2 Year,No,37781.0,124.0,274,0
12078,Female,20,1,39.0,0,< 1 Year,No,30262.0,160.0,222,0
132084,Female,53,1,28.0,0,1-2 Year,Yes,42863.0,26.0,155,0
39053,Male,39,1,28.0,1,1-2 Year,No,39892.0,124.0,138,0
353154,Male,41,1,28.0,1,1-2 Year,No,29926.0,26.0,194,0
159624,Male,71,1,4.0,0,1-2 Year,Yes,33623.0,26.0,66,0
132515,Female,25,1,47.0,1,< 1 Year,No,2630.0,152.0,193,0
180678,Female,54,1,28.0,0,> 2 Years,Yes,54393.0,26.0,169,0
107037,Male,46,1,47.0,1,1-2 Year,No,26730.0,26.0,262,0
274956,Male,55,1,8.0,1,1-2 Year,No,36997.0,26.0,229,0
293793,Female,35,1,3.0,0,1-2 Year,Yes,2630.0,157.0,112,0
214337,Female,73,1,46.0,0,1-2 Year,No,2630.0,26.0,294,0
43000,Female,37,1,36.0,1,1-2 Year,No,36102.0,152.0,205,0
264627,Female,26,1,15.0,1,< 1 Year,No,30728.0,152.0,223,0
161975,Female,22,1,28.0,0,< 1 Year,No,65871.0,152.0,256,0
55336,Male,21,1,10.0,0,< 1 Year,Yes,37118.0,160.0,39,0
131511,Female,29,1,33.0,1,< 1 Year,No,36293.0,152.0,36,0
28388,Female,47,1,28.0,1,1-2 Year,No,2630.0,156.0,44,0
373397,Male,64,1,35.0,0,1-2 Year,Yes,2630.0,26.0,25,0
191501,Male,68,1,3.0,0,> 2 Years,Yes,2630.0,124.0,103,0
119344,Female,24,1,32.0,0,< 1 Year,Yes,31431.0,152.0,83,0
305675,Female,36,1,28.0,0,1-2 Year,No,42310.0,124.0,267,0
341930,Male,21,1,8.0,0,< 1 Year,Yes,30023.0,152.0,90,0
275906,Male,33,1,28.0,0,1-2 Year,Yes,41453.0,163.0,196,0
36805,Female,23,1,6.0,1,< 1 Year,No,21551.0,152.0,281,0
206199,Female,23,1,37.0,0,< 1 Year,Yes,28131.0,152.0,135,0
105618,Male,26,1,28.0,1,< 1 Year,No,36789.0,152.0,216,0
131072,Male,58,1,3.0,1,1-2 Year,No,22467.0,152.0,69,0
121716,Male,24,1,37.0,0,< 1 Year,Yes,36242.0,152.0,46,0
376308,Female,25,1,36.0,0,< 1 Year,Yes,31207.0,152.0,40,0
32236,Female,27,1,50.0,1,< 1 Year,No,43645.0,152.0,163,0
8189,Female,24,1,24.0,0,< 1 Year,Yes,40871.0,151.0,15,0
25704,Male,47,1,39.0,0,1-2 Year,Yes,40286.0,124.0,231,0
236196,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,26.0,42,0
244704,Female,22,1,46.0,1,< 1 Year,No,27528.0,152.0,109,0
239773,Male,26,1,12.0,1,< 1 Year,No,22398.0,152.0,239,0
283915,Male,60,1,46.0,0,1-2 Year,Yes,34883.0,11.0,62,0
82704,Male,45,1,28.0,1,1-2 Year,No,28308.0,26.0,100,0
67880,Male,24,1,32.0,1,< 1 Year,No,28758.0,152.0,130,0
127857,Female,43,1,28.0,1,1-2 Year,No,48727.0,152.0,253,0
122397,Male,28,1,3.0,1,1-2 Year,No,46357.0,124.0,138,0
65111,Male,26,1,28.0,1,< 1 Year,No,26525.0,152.0,54,0
359491,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,15.0,152,0
349019,Female,26,1,33.0,1,< 1 Year,No,42943.0,151.0,37,0
301422,Male,68,1,8.0,0,1-2 Year,Yes,34149.0,26.0,261,0
34576,Male,47,1,8.0,0,1-2 Year,Yes,24821.0,155.0,134,0
120114,Female,62,1,28.0,0,1-2 Year,Yes,41246.0,3.0,38,0
279884,Female,29,1,28.0,1,< 1 Year,No,22851.0,153.0,240,0
169065,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,156.0,246,0
309794,Female,35,1,36.0,0,1-2 Year,Yes,2630.0,156.0,162,0
350594,Male,45,1,28.0,1,1-2 Year,Yes,36769.0,26.0,275,0
20472,Male,25,1,41.0,1,< 1 Year,No,38266.0,152.0,242,0
318363,Female,55,1,47.0,0,> 2 Years,Yes,45095.0,124.0,160,0
358379,Male,41,1,24.0,0,1-2 Year,Yes,21253.0,124.0,34,0
300354,Female,25,1,28.0,1,< 1 Year,No,37456.0,152.0,297,0
23687,Female,22,1,14.0,0,< 1 Year,Yes,24147.0,152.0,61,0
164419,Female,68,1,28.0,0,1-2 Year,Yes,57148.0,122.0,169,0
44730,Male,46,1,3.0,0,1-2 Year,No,2630.0,26.0,82,0
197042,Male,24,1,6.0,1,< 1 Year,No,29468.0,152.0,252,0
33362,Female,23,1,18.0,0,< 1 Year,Yes,42357.0,152.0,174,0
88830,Male,72,1,29.0,0,1-2 Year,Yes,64675.0,26.0,207,0
89858,Male,66,1,28.0,0,1-2 Year,Yes,31240.0,26.0,79,0
14449,Female,35,1,46.0,1,1-2 Year,No,35603.0,124.0,211,0
252422,Male,52,1,28.0,0,1-2 Year,Yes,51373.0,26.0,286,0
247461,Male,26,1,16.0,1,< 1 Year,No,2630.0,160.0,257,0
105304,Female,50,1,46.0,1,1-2 Year,No,34327.0,124.0,105,0
97047,Female,46,1,28.0,1,1-2 Year,No,48177.0,3.0,17,0
215892,Female,24,1,16.0,0,< 1 Year,Yes,2630.0,151.0,283,0
151090,Female,26,1,41.0,1,< 1 Year,No,22219.0,152.0,49,0
304473,Male,51,1,28.0,0,1-2 Year,Yes,45983.0,26.0,174,0
175728,Male,69,1,0.0,0,1-2 Year,Yes,2630.0,122.0,13,0
189677,Male,27,1,30.0,0,< 1 Year,Yes,28703.0,152.0,154,0
140564,Male,40,1,9.0,0,1-2 Year,Yes,2630.0,152.0,19,0
207913,Male,21,1,45.0,1,< 1 Year,No,41236.0,152.0,12,0
236620,Female,23,1,28.0,0,< 1 Year,Yes,70224.0,152.0,267,0
133417,Male,24,1,9.0,1,< 1 Year,No,40055.0,152.0,150,0
169632,Male,41,1,51.0,0,1-2 Year,Yes,27982.0,163.0,252,0
109543,Male,26,1,35.0,1,< 1 Year,No,48061.0,152.0,130,0
103695,Male,44,1,28.0,1,1-2 Year,No,41441.0,124.0,90,0
338985,Female,23,1,8.0,0,< 1 Year,Yes,33140.0,152.0,257,0
33965,Female,22,1,17.0,1,< 1 Year,No,2630.0,152.0,117,0
115498,Female,26,1,29.0,1,< 1 Year,No,30990.0,152.0,68,0
183961,Female,73,1,28.0,0,1-2 Year,Yes,46712.0,24.0,17,0
264503,Male,47,1,50.0,0,1-2 Year,Yes,2630.0,157.0,27,0
362664,Female,56,1,8.0,0,1-2 Year,Yes,42884.0,124.0,34,0
293759,Female,40,1,41.0,0,1-2 Year,Yes,35331.0,109.0,264,0
53057,Female,41,1,46.0,1,1-2 Year,No,2630.0,124.0,180,0
22579,Male,27,1,9.0,1,< 1 Year,No,34590.0,152.0,255,0
269301,Female,24,1,28.0,0,< 1 Year,Yes,70382.0,152.0,190,0
221656,Female,73,1,28.0,1,1-2 Year,No,34385.0,26.0,20,0
146255,Male,27,1,8.0,1,< 1 Year,No,31514.0,152.0,132,0
299655,Male,48,1,28.0,1,1-2 Year,No,33319.0,26.0,265,0
200681,Female,23,1,28.0,0,< 1 Year,Yes,32886.0,152.0,25,0
253588,Male,24,1,32.0,0,< 1 Year,Yes,23036.0,152.0,242,0
120011,Male,38,1,38.0,1,1-2 Year,Yes,32099.0,124.0,173,0
359345,Male,40,1,19.0,0,1-2 Year,Yes,37926.0,26.0,13,0
316814,Male,24,1,15.0,1,< 1 Year,No,43686.0,152.0,133,0
296936,Male,37,1,49.0,1,1-2 Year,No,23626.0,124.0,240,0
301338,Female,32,1,31.0,0,< 1 Year,Yes,2630.0,152.0,189,0
50311,Male,21,1,36.0,0,< 1 Year,Yes,32164.0,160.0,186,0
46234,Female,28,1,8.0,1,< 1 Year,No,2630.0,152.0,199,0
280492,Female,25,1,19.0,1,< 1 Year,No,28299.0,152.0,158,0
271985,Male,24,1,39.0,0,< 1 Year,Yes,33799.0,152.0,89,0
216302,Male,32,1,41.0,1,< 1 Year,No,36055.0,152.0,251,0
29998,Female,32,1,26.0,1,< 1 Year,No,2630.0,152.0,71,0
156504,Female,21,1,46.0,1,< 1 Year,No,26116.0,160.0,194,0
135691,Female,24,1,29.0,1,< 1 Year,No,30618.0,152.0,23,0
31576,Male,40,1,21.0,1,1-2 Year,No,31171.0,124.0,120,0
17775,Male,67,1,18.0,1,1-2 Year,No,27072.0,124.0,151,0
139886,Female,54,1,28.0,0,> 2 Years,Yes,30398.0,122.0,288,0
318368,Female,24,1,15.0,1,< 1 Year,Yes,31659.0,152.0,298,0
242991,Male,65,1,45.0,0,1-2 Year,Yes,39458.0,124.0,201,0
50088,Male,58,1,46.0,1,1-2 Year,No,33172.0,11.0,210,0
329387,Female,26,1,36.0,1,< 1 Year,No,35076.0,152.0,95,0
229999,Male,23,1,36.0,1,< 1 Year,No,37946.0,152.0,76,0
158491,Male,54,1,33.0,0,1-2 Year,Yes,37641.0,26.0,144,0
333706,Female,31,1,28.0,0,1-2 Year,Yes,28930.0,124.0,230,0
153979,Female,39,1,28.0,0,1-2 Year,No,64781.0,26.0,122,0
238306,Male,35,1,45.0,1,1-2 Year,No,38392.0,26.0,178,0
178512,Male,49,1,30.0,1,1-2 Year,No,25460.0,124.0,279,0
340867,Male,40,1,46.0,1,1-2 Year,No,18859.0,124.0,190,0
370578,Female,32,1,11.0,1,1-2 Year,No,30860.0,26.0,250,0
280804,Male,57,1,8.0,0,1-2 Year,Yes,39271.0,124.0,243,0
206994,Female,44,1,46.0,1,1-2 Year,No,45089.0,124.0,18,0
